image_path,dataset,original_class,mapped_class,background,split,is_duplicate
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_228.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_229.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_23.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_230.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_231.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_232.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_233.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_234.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_235.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_236.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_237.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_238.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_239.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_24.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_240.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_241.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_242.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_243.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_244.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_245.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_246.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_247.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_25.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_26.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_27.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_28.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_29.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_3.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_30.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_31.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_32.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_33.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_34.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_35.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_36.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_37.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_38.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_39.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_4.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_40.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_41.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_42.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_43.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_44.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_45.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_46.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_47.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_48.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_49.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_5.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_50.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_51.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_52.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_53.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_54.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_55.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_56.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_57.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_58.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_59.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_6.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_60.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_61.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_62.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_63.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_64.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_65.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_66.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_67.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_68.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_69.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_7.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_70.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_71.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_72.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_73.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_74.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_75.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_76.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_77.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_78.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_79.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_8.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_80.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_81.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_82.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_83.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_84.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_85.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_86.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_87.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_88.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_89.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_9.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_90.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_91.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_92.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_93.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_94.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_95.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_96.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,val,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_97.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_98.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,train,False
data\raw\brri_rice_disease_pest\Rice Leaffolder\RLF_99.jpg,brri_rice_disease_pest,Rice Leaffolder,leaf_folder,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_1.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_10.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_100.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_101.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_102.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_103.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_104.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_105.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_106.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_107.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_108.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_109.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_11.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_110.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_111.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_112.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_113.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_114.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_115.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_116.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_117.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_118.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_119.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_12.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_120.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_121.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_122.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_123.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_124.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_125.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_126.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_127.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_128.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_129.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_13.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_130.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_131.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_132.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_133.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_134.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_135.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_136.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_137.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_138.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_139.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_14.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_140.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_141.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_142.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_143.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_144.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_145.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_146.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_147.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_148.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_149.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_15.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_150.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_151.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_152.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_153.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_154.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_155.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_156.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_157.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_158.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_159.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_16.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_160.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_161.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_162.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_163.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_164.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_165.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_166.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_167.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_168.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_169.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_17.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_170.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_171.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_172.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_173.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_174.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_175.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_176.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_177.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_178.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_179.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_18.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_180.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_181.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,val,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_182.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_183.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_184.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_185.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_186.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_187.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_188.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_189.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_19.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_190.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,train,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_191.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
data\raw\brri_rice_disease_pest\Rice Stripes\RS_192.jpg,brri_rice_disease_pest,Rice Stripes,stripes,,test,False
